id_2gis,название,номер_зоны,район,микрорайон,широта,долгота,платная,мест_всего,спец_места,тип_парковки,часы_работы,ссылка_2гис
70030076895403995,Парковка №2004,2004,Алмалинский,,43.258832,76.929938,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076895403995
70030076895404081,Парковка №2004,2004,Алмалинский,,43.257227,76.929687,Да,25,,ground,24/7,https://2gis.kz/almaty/firm/70030076895404081
70030076895404083,Парковка №2004,2004,Алмалинский,,43.257307,76.928827,Да,12,,ground,24/7,https://2gis.kz/almaty/firm/70030076895404083
70030076895404087,Парковка №2004,2004,Алмалинский,,43.257809,76.928758,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076895404087
70030076895404092,Парковка №2004,2004,Алмалинский,,43.255638,76.930102,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076895404092
70030076979112659,Парковка №2004,2004,Алмалинский,,43.256027,76.928885,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076979112659
70030076979113932,Парковка №2004,2004,Алмалинский,,43.256675,76.928812,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076979113932
9430468311097981,Парковка №2004,2004,Алмалинский,,43.255686,76.931337,Да,10,Для инвалидов: 1,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311097981
9430468311098015,Парковка №2004,2004,Алмалинский,,43.25556,76.931282,Да,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311098015
9430468311112227,Парковка №2004,2004,Алмалинский,,43.257394,76.931905,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311112227
70030076170927430,Парковка №2004,2004,Алмалинский,,43.257246,76.931067,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076170927430
70030076895404077,Парковка №2004,2004,Алмалинский,,43.257328,76.931205,Да,12,,ground,24/7,https://2gis.kz/almaty/firm/70030076895404077
70030076315461957,Парковка №2004,2004,Алмалинский,,43.25894,76.931499,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076315461957
70030076895404029,Парковка №2004,2004,Алмалинский,,43.25889,76.930785,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076895404029
70030076197615873,Парковка №2005,2005,Алмалинский,,43.257607,76.936705,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076197615873
70030076286241950,Парковка №2005,2005,Алмалинский,,43.255012,76.932854,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076286241950
9430468311095571,Парковка №2005,2005,Алмалинский,,43.257745,76.938793,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311095571
9430468311097914,Парковка №2005,2005,Алмалинский,,43.25661,76.932414,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/9430468311097914
9430468311112467,Парковка №2005,2005,Алмалинский,,43.257891,76.932222,Да,8,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311112467
70030076155373946,Парковка №2005,2005,Алмалинский,,43.256676,76.932633,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076155373946
70030076979514756,Парковка №2005,2005,Алмалинский,,43.255259,76.932596,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076979514756
70030076979520464,Парковка №2005,2005,Алмалинский,,43.25806,76.93242,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076979520464
9430468311133784,Парковка №2005,2005,Алмалинский,,43.259187,76.93512,Да,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311133784
70030076144251737,Парковка №2005,2005,Алмалинский,,43.25902,76.932702,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076144251737
70030076861614571,Парковка №2005,2005,Алмалинский,,43.259072,76.933445,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076861614571
70030076130103092,Парковка №2005,2005,Алмалинский,,43.256834,76.936065,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076130103092
70030076197619606,Парковка №2005,2005,Алмалинский,,43.256113,76.938675,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076197619606
70030076300257145,Парковка №2005,2005,Алмалинский,,43.257809,76.938195,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/70030076300257145
70030076520656797,Парковка №2005,2005,Алмалинский,,43.256046,76.939116,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076520656797
70030076130101622,Парковка №2005,2005,Алмалинский,,43.258481,76.935857,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076130101622
70030077012022287,Парковка №2005,2005,Алмалинский,,43.259288,76.936573,Да,12,,ground,24/7,https://2gis.kz/almaty/firm/70030077012022287
70030077012038512,Парковка №2005,2005,Алмалинский,,43.259335,76.937269,Да,12,,ground,24/7,https://2gis.kz/almaty/firm/70030077012038512
9430468281762059,Парковка №2006,2006,Алмалинский,,43.259664,76.942363,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/9430468281762059
70030076216210336,Парковка №2006,2006,Алмалинский,,43.255951,76.941256,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/70030076216210336
9430468309635491,Парковка №2006,2006,Алмалинский,,43.258143,76.942783,Да,50,,ground,24/7,https://2gis.kz/almaty/firm/9430468309635491
9430468309635503,Парковка №2006,2006,Алмалинский,,43.258094,76.943714,Да,25,,ground,24/7,https://2gis.kz/almaty/firm/9430468309635503
9430468309635513,Парковка №2006,2006,Алмалинский,,43.257978,76.941889,Да,25,,ground,24/7,https://2gis.kz/almaty/firm/9430468309635513
9430468309635856,Парковка №2006,2006,Алмалинский,,43.257236,76.941296,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/9430468309635856
9430468311052446,Парковка №2006,2006,Алмалинский,,43.256218,76.940302,Да,30,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311052446
70030076216210373,Парковка №2006,2006,Алмалинский,,43.257679,76.941028,Да,7,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076216210373
70030076477122228,Парковка №2006,2006,Алмалинский,,43.257894,76.939858,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076477122228
70030076692504647,Парковка №2006,2006,Алмалинский,,43.256165,76.941437,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076692504647
70030077027598039,Парковка №2006,2006,Алмалинский,,43.257159,76.941096,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030077027598039
70030076165354314,Парковка №2006,2006,Алмалинский,,43.258465,76.940932,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076165354314
70030076216213047,Парковка №2006,2006,Алмалинский,,43.258858,76.941082,Да,3,,ground,24/7,https://2gis.kz/almaty/firm/70030076216213047
70030076743539367,Парковка №2006,2006,Алмалинский,,43.259514,76.940187,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076743539367
70030076743539467,Парковка №2006,2006,Алмалинский,,43.25947,76.939302,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076743539467
70030076979034037,Парковка №2006,2006,Алмалинский,,43.259306,76.941022,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076979034037
70030076979034124,Парковка №2006,2006,Алмалинский,,43.25838,76.941143,Да,8,,ground,24/7,https://2gis.kz/almaty/firm/70030076979034124
70030076153401935,Парковка №2006,2006,Алмалинский,,43.256534,76.942507,Да,50,Для инвалидов: 6,ground,24/7,https://2gis.kz/almaty/firm/70030076153401935
70030076191588229,Парковка №2006,2006,Алмалинский,,43.25666,76.945643,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076191588229
70030076977711283,Парковка №2006,2006,Алмалинский,,43.256476,76.945104,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076977711283
70030076164513422,Парковка №2006,2006,Алмалинский,,43.259893,76.945316,Да,4,,ground,24/7,https://2gis.kz/almaty/firm/70030076164513422
70030076306352532,Парковка №2006,2006,Алмалинский,,43.259761,76.943618,Да,8,,ground,24/7,https://2gis.kz/almaty/firm/70030076306352532
70030076479614395,Парковка №2006,2006,Алмалинский,,43.25877,76.944371,Да,36,,ground,24/7,https://2gis.kz/almaty/firm/70030076479614395
70030076979029995,Парковка №2006,2006,Алмалинский,,43.259914,76.945662,Да,6,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076979029995
9430468309635802,Парковка №2007,2007,Алмалинский,,43.24969,76.942265,Да,20,Для инвалидов: 1,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468309635802
70030076844134361,Парковка №2007,2007,Алмалинский,,43.250613,76.941924,Да,5,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/70030076844134361
9430468281762067,Парковка №2007,2007,Алмалинский,,43.252843,76.940758,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/9430468281762067
9430468281762068,Парковка №2007,2007,Алмалинский,,43.253464,76.94158,Да,15,Для инвалидов: 1,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468281762068
9430468309635814,Парковка №2007,2007,Алмалинский,,43.252348,76.941703,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/9430468309635814
70030076135607642,Парковка №2007,2007,Алмалинский,,43.252739,76.941019,Да,25,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076135607642
70030076153408647,Парковка №2007,2007,Алмалинский,,43.252262,76.941939,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076153408647
70030076165356433,Парковка №2007,2007,Алмалинский,,43.253721,76.941756,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076165356433
70030076979173048,Парковка №2007,2007,Алмалинский,,43.251451,76.946267,Да,12,,ground,24/7,https://2gis.kz/almaty/firm/70030076979173048
70030076165690990,Парковка №2007,2007,Алмалинский,,43.253102,76.946056,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076165690990
70030076165691069,Парковка №2007,2007,Алмалинский,,43.252944,76.9439,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076165691069
70030076165691072,Парковка №2007,2007,Алмалинский,,43.253087,76.944258,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076165691072
70030076306285604,Парковка №2007,2007,Алмалинский,,43.253408,76.945105,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076306285604
70030076695585467,Парковка №2007,2007,Алмалинский,,43.251597,76.946533,Да,12,,ground,24/7,https://2gis.kz/almaty/firm/70030076695585467
9430468281762245,Парковка №2008,2008,Алмалинский,,43.251549,76.933252,Да,20,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468281762245
9430468281762242,Парковка №2008,2008,Алмалинский,,43.252349,76.935376,Да,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468281762242
9430468281762244,Парковка №2008,2008,Алмалинский,,43.252235,76.933676,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/9430468281762244
9430468311035092,Парковка №2008,2008,Алмалинский,,43.252281,76.934318,Да,12,,ground,24/7,https://2gis.kz/almaty/firm/9430468311035092
9430468311036551,Парковка №2008,2008,Алмалинский,,43.252398,76.936077,Да,7,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311036551
70030076130105930,Парковка №2008,2008,Алмалинский,,43.249867,76.936967,Да,40,,ground,24/7,https://2gis.kz/almaty/firm/70030076130105930
70030076676487058,Парковка №2008,2008,Алмалинский,,43.25116,76.936801,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/70030076676487058
70030077137645561,Парковка №2008,2008,Алмалинский,,43.251112,76.934966,Да,12,,ground,24/7,https://2gis.kz/almaty/firm/70030077137645561
70030076190177035,Парковка №2008,2008,Алмалинский,,43.252365,76.933848,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076190177035
70030076130105592,Парковка №2008,2008,Алмалинский,,43.253926,76.936431,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076130105592
70030076159890465,Парковка №2008,2008,Алмалинский,,43.252696,76.938669,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076159890465
70030076159890623,Парковка №2008,2008,Алмалинский,,43.252464,76.935361,Да,15,Для инвалидов: 2,ground,24/7,https://2gis.kz/almaty/firm/70030076159890623
70030076423679481,Парковка №2008,2008,Алмалинский,,43.253105,76.93828,Да,40,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076423679481
70030076676487037,Парковка №2008,2008,Алмалинский,,43.25258,76.936989,Да,5,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076676487037
70030076676487041,Парковка №2008,2008,Алмалинский,,43.252616,76.937515,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076676487041
70030076676487043,Парковка №2008,2008,Алмалинский,,43.252648,76.937981,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076676487043
70030076856185863,Парковка №2008,2008,Алмалинский,,43.252003,76.936692,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076856185863
70030076980474518,Парковка №2008,2008,Алмалинский,,43.252527,76.937954,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076980474518
70030076163011103,Парковка №2008,2008,Алмалинский,,43.252592,76.938907,Да,15,Для инвалидов: 3,ground,24/7,https://2gis.kz/almaty/firm/70030076163011103
9430468311102423,Парковка №2009,2009,Алмалинский,,43.250193,76.929382,Да,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311102423
9430468312482011,Парковка №2009,2009,Алмалинский,,43.249954,76.931602,Да,5,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312482011
9430468312483066,Парковка №2009,2009,Алмалинский,,43.249396,76.929881,Да,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312483066
9430468312483731,Парковка №2009,2009,Алмалинский,,43.247358,76.931898,Да,8,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312483731
9430468312484039,Парковка №2009,2009,Алмалинский,,43.247366,76.932033,Да,6,,ground,24/7,https://2gis.kz/almaty/firm/9430468312484039
9430468312484496,Парковка №2009,2009,Алмалинский,,43.248499,76.931889,Да,8,,ground,24/7,https://2gis.kz/almaty/firm/9430468312484496
9430468312507923,Парковка №2009,2009,Алмалинский,,43.250041,76.927007,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312507923
9430468309636065,Парковка №2009,2009,Алмалинский,,43.252123,76.932091,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468309636065
9430468312648127,Парковка №2009,2009,Алмалинский,,43.247865,76.931971,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/9430468312648127
70030076223368586,Парковка №2009,2009,Алмалинский,,43.248637,76.931513,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076223368586
70030076281175726,Парковка №2009,2009,Алмалинский,,43.248188,76.931927,Да,6,,ground,24/7,https://2gis.kz/almaty/firm/70030076281175726
70030076306357044,Парковка №2009,2009,Алмалинский,,43.248664,76.932033,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076306357044
70030076979613184,Парковка №2009,2009,Алмалинский,,43.250141,76.931643,Да,12,Для инвалидов: 2,ground,24/7,https://2gis.kz/almaty/firm/70030076979613184
70030076979620275,Парковка №2009,2009,Алмалинский,,43.249,76.931724,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076979620275
70030076979962065,Парковка №2009,2009,Алмалинский,,43.248723,76.932568,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076979962065
9430468311100436,Парковка №2009,2009,Алмалинский,,43.252216,76.931748,Да,35,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311100436
9430468311100725,Парковка №2009,2009,Алмалинский,,43.252075,76.931408,Да,20,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311100725
70030076163045398,Парковка №2009,2009,Алмалинский,,43.25215,76.929333,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076163045398
70030076976519934,Парковка №2009,2009,Алмалинский,,43.25203,76.930755,Да,8,,ground,24/7,https://2gis.kz/almaty/firm/70030076976519934
70030076980030080,Парковка №2009,2009,Алмалинский,,43.251803,76.929386,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076980030080
70030076996805522,Парковка №2009,2009,Алмалинский,,43.251982,76.930054,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076996805522
9430468312490288,Парковка №2010,2010,Алмалинский,,43.249868,76.923941,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312490288
70030076155653557,Парковка №2011,2011,Алмалинский,,43.24875,76.902893,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076155653557
70030076153505974,Парковка №2013,2013,Алмалинский,,43.244094,76.88997,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076153505974
70030076193412557,Парковка №2013,2013,Алмалинский,,43.24389,76.910006,Да,35,,ground,24/7,https://2gis.kz/almaty/firm/70030076193412557
70030076313411722,Парковка №2013,2013,Алмалинский,,43.24261,76.893114,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076313411722
70030076788410387,Парковка №2013,2013,Алмалинский,,43.243324,76.901661,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076788410387
70030076980486505,Парковка №2013,2013,Алмалинский,,43.24267,76.892655,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076980486505
70030076980547613,Парковка №2013,2013,Алмалинский,,43.244169,76.891036,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076980547613
70030076980632887,Парковка №2013,2013,Алмалинский,,43.243183,76.899648,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076980632887
70030076980650979,Парковка №2013,2013,Алмалинский,,43.24401,76.91168,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076980650979
70030077027762511,Парковка №2013,2013,Алмалинский,,43.240284,76.903998,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030077027762511
70030077051020057,Парковка №2014,2014,Алмалинский,,43.243642,76.906164,Да,40,,ground,24/7,https://2gis.kz/almaty/firm/70030077051020057
70030076899743874,Парковка №2016,2016,Алмалинский,,43.2424,76.9308,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/70030076899743874
9430468312624052,Парковка №2016,2016,Алмалинский,,43.243282,76.927996,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312624052
9430468312640923,Парковка №2016,2016,Алмалинский,,43.2436,76.927215,Нет,15,Для инвалидов: 3,ground,24/7,https://2gis.kz/almaty/firm/9430468312640923
70030076189204493,Парковка №2016,2016,Алмалинский,,43.244222,76.927054,Да,3,,ground,24/7,https://2gis.kz/almaty/firm/70030076189204493
70030076193677196,Парковка №2016,2016,Алмалинский,,43.243536,76.929597,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076193677196
70030076980016292,Парковка №2016,2016,Алмалинский,,43.243401,76.927474,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076980016292
70030077077201060,Парковка №2016,2016,Алмалинский,,43.246422,76.930092,Да,6,,ground,24/7,https://2gis.kz/almaty/firm/70030077077201060
9430468312640762,Парковка №2016,2016,Алмалинский,,43.242585,76.932635,Да,30,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312640762
9430468312640764,Парковка №2016,2016,Алмалинский,,43.242532,76.932543,Нет,15,,ground,24/7,https://2gis.kz/almaty/firm/9430468312640764
70030076440939958,Парковка №2016,2016,Алмалинский,,43.243758,76.932862,Да,13,,ground,24/7,https://2gis.kz/almaty/firm/70030076440939958
70030076663420371,Парковка №2016,2016,Алмалинский,,43.243655,76.931345,Да,9,,ground,24/7,https://2gis.kz/almaty/firm/70030076663420371
70030076191444998,Парковка №2017,2017,Алмалинский,,43.244113,76.938427,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076191444998
9430468281762246,Парковка №2017,2017,Алмалинский,,43.248522,76.933614,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/9430468281762246
9430468309635925,Парковка №2017,2017,Алмалинский,,43.247132,76.937284,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/9430468309635925
9430468312477523,Парковка №2017,2017,Алмалинский,,43.24572,76.936422,Да,25,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312477523
